From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)
A0A698XLL4	A0A698XLL4	unreviewed	A0A698XLL4_TALPI	Heterokaryon incompatibility domain-containing protein	TCE0_013f01196	Talaromyces pinophilus (Penicillium pinophilum)	1659		plasma membrane [GO:0005886]; chromate transmembrane transporter activity [GO:0015109]	chromate transmembrane transporter activity [GO:0015109]
A0A1Q5QAL4	A0A1Q5QAL4	unreviewed	A0A1Q5QAL4_9EURO	Vacuolar calcium ion transporter	UA08_02060	Talaromyces atroroseus	454	intracellular calcium ion homeostasis [GO:0006874]	endomembrane system [GO:0012505]; fungal-type vacuole membrane [GO:0000329]; calcium:proton antiporter activity [GO:0015369]; intracellular calcium ion homeostasis [GO:0006874]	calcium:proton antiporter activity [GO:0015369]
A0A1Q5QAK3	A0A1Q5QAK3	unreviewed	A0A1Q5QAK3_9EURO	Uncharacterized protein	UA08_02061	Talaromyces atroroseus	182		membrane [GO:0016020]	
A0A1Q5QAM0	A0A1Q5QAM0	unreviewed	A0A1Q5QAM0_9EURO	Uncharacterized protein	UA08_02062	Talaromyces atroroseus	387	CUT catabolic process [GO:0071034]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; TRAMP-dependent tRNA surveillance pathway [GO:0071038]; U4 snRNA 3'-end processing [GO:0034475]	chromatin [GO:0000785]; cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; CUT catabolic process [GO:0071034]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; TRAMP-dependent tRNA surveillance pathway [GO:0071038]; U4 snRNA 3'-end processing [GO:0034475]	RNA binding [GO:0003723]
A0A1Q5QAL9	A0A1Q5QAL9	unreviewed	A0A1Q5QAL9_9EURO	Uncharacterized protein	UA08_02063	Talaromyces atroroseus	399			
A0A1Q5QAY8	A0A1Q5QAY8	unreviewed	A0A1Q5QAY8_9EURO	CRAL-TRIO domain-containing protein	UA08_02064	Talaromyces atroroseus	742			
A0A7H8QX34	A0A7H8QX34	unreviewed	A0A7H8QX34_TALRU	Major facilitator superfamily (MFS) profile domain-containing protein	TRUGW13939_05777	Talaromyces rugulosus (Penicillium rugulosum)	1078	DNA-templated transcription [GO:0006351]	membrane [GO:0016020]; nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transmembrane transporter activity [GO:0022857]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transmembrane transporter activity [GO:0022857]; zinc ion binding [GO:0008270]
A0A1Q5QAK2	A0A1Q5QAK2	unreviewed	A0A1Q5QAK2_9EURO	F-box domain-containing protein	UA08_02065	Talaromyces atroroseus	536			
A0A364L138	A0A364L138	unreviewed	A0A364L138_TALAM	10 kDa heat shock protein, mitochondrial	BHQ10_005522	Talaromyces amestolkiae	102	chaperone cofactor-dependent protein refolding [GO:0051085]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]
A0A1Q5QAN3	A0A1Q5QAN3	unreviewed	A0A1Q5QAN3_9EURO	ZZ-type domain-containing protein	UA08_02066	Talaromyces atroroseus	753		zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
M5B269	M5B269	unreviewed	M5B269_TALPI	Uncharacterized protein		Talaromyces pinophilus (Penicillium pinophilum)	110			
A0AAD4KQ42	A0AAD4KQ42	unreviewed	A0AAD4KQ42_9EURO	Major facilitator superfamily domain-containing protein	BGW36DRAFT_398110	Talaromyces proteolyticus	491		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A478ECB1	A0A478ECB1	unreviewed	A0A478ECB1_TALPI	Zn-dependent hydrolases	TCE0_044r16980	Talaromyces pinophilus (Penicillium pinophilum)	266	secondary metabolite biosynthetic process [GO:0044550]	hydrolase activity [GO:0016787]; secondary metabolite biosynthetic process [GO:0044550]	hydrolase activity [GO:0016787]
A0A093UVI1	A0A093UVI1	unreviewed	A0A093UVI1_TALMA	Zn(2)-C6 fungal-type domain-containing protein	GQ26_0310060	Talaromyces marneffei PM1	494			
A0A1Q5QB35	A0A1Q5QB35	unreviewed	A0A1Q5QB35_9EURO	Btz domain-containing protein	UA08_02067	Talaromyces atroroseus	681	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; exon-exon junction complex [GO:0035145]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	mRNA binding [GO:0003729]
A0A093Y6N2	A0A093Y6N2	unreviewed	A0A093Y6N2_TALMA	Nitrogen assimilation transcription factor nirA	GQ26_0010190	Talaromyces marneffei PM1	926	DNA-templated transcription [GO:0006351]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
A0A1Q5QAL7	A0A1Q5QAL7	unreviewed	A0A1Q5QAL7_9EURO	RRM domain-containing protein	UA08_02068	Talaromyces atroroseus	380		nucleolus [GO:0005730]; RNA binding [GO:0003723]	RNA binding [GO:0003723]
A0A1Q5QAS4	A0A1Q5QAS4	unreviewed	A0A1Q5QAS4_9EURO	IEC3 subunit of the Ino80 complex, chromatin re-modelling-domain-containing protein	UA08_02069	Talaromyces atroroseus	338	chromatin remodeling [GO:0006338]	Ino80 complex [GO:0031011]; chromatin remodeling [GO:0006338]	
A0A6V8H785	A0A6V8H785	unreviewed	A0A6V8H785_TALPI	Uncharacterized protein	TCE0_022f06354	Talaromyces pinophilus (Penicillium pinophilum)	1285	circadian regulation of gene expression [GO:0032922]; DNA-templated transcription [GO:0006351]; entrainment of circadian clock by photoperiod [GO:0043153]; response to stress [GO:0006950]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; deoxyribodipyrimidine photo-lyase activity [GO:0003904]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; FAD binding [GO:0071949]; zinc ion binding [GO:0008270]; circadian regulation of gene expression [GO:0032922]; DNA-templated transcription [GO:0006351]; entrainment of circadian clock by photoperiod [GO:0043153]; response to stress [GO:0006950]	deoxyribodipyrimidine photo-lyase activity [GO:0003904]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; FAD binding [GO:0071949]; zinc ion binding [GO:0008270]
A0AAD4KTY6	A0AAD4KTY6	unreviewed	A0AAD4KTY6_9EURO	Retrograde regulation protein 2	BGW36DRAFT_340901	Talaromyces proteolyticus	493		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A7H8QUH4	A0A7H8QUH4	unreviewed	A0A7H8QUH4_TALRU	Uncharacterized protein	TRUGW13939_04737	Talaromyces rugulosus (Penicillium rugulosum)	611			
B6QP60	B6QP60	unreviewed	B6QP60_TALMQ	C6 transcription factor (Leu3), putative	PMAA_046980	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	736	DNA-templated transcription [GO:0006351]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]
A0A225B8F9	A0A225B8F9	unreviewed	A0A225B8F9_9EURO	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	UA08_02237	Talaromyces atroroseus	281	phosphatidic acid biosynthetic process [GO:0006654]; secondary metabolite biosynthetic process [GO:0044550]; triglyceride catabolic process [GO:0019433]	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; acylglycerone-phosphate reductase (NADP+) activity [GO:0000140]; triacylglycerol lipase activity [GO:0004806]; phosphatidic acid biosynthetic process [GO:0006654]; secondary metabolite biosynthetic process [GO:0044550]; triglyceride catabolic process [GO:0019433]	acylglycerone-phosphate reductase (NADP+) activity [GO:0000140]; triacylglycerol lipase activity [GO:0004806]
A0A1Q5QBX7	A0A1Q5QBX7	unreviewed	A0A1Q5QBX7_9EURO	SEC7 domain-containing protein	UA08_02070	Talaromyces atroroseus	1427	regulation of ARF protein signal transduction [GO:0032012]	guanyl-nucleotide exchange factor activity [GO:0005085]; regulation of ARF protein signal transduction [GO:0032012]	guanyl-nucleotide exchange factor activity [GO:0005085]
A0A1Q5QCB1	A0A1Q5QCB1	unreviewed	A0A1Q5QCB1_9EURO	Uncharacterized protein	UA08_02071	Talaromyces atroroseus	952	cellular response to heat [GO:0034605]; cellular response to nitrogen starvation [GO:0006995]; fungal-type cell wall organization [GO:0031505]; positive regulation of autophagy [GO:0010508]; trehalose biosynthetic process [GO:0005992]	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming) [GO:0005946]; cytosol [GO:0005829]; alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity [GO:0003825]; trehalose-phosphatase activity [GO:0004805]; cellular response to heat [GO:0034605]; cellular response to nitrogen starvation [GO:0006995]; fungal-type cell wall organization [GO:0031505]; positive regulation of autophagy [GO:0010508]; trehalose biosynthetic process [GO:0005992]	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity [GO:0003825]; trehalose-phosphatase activity [GO:0004805]
A0A1Q5QBZ2	A0A1Q5QBZ2	unreviewed	A0A1Q5QBZ2_9EURO	Polynucleotide adenylyltransferase	UA08_02072	Talaromyces atroroseus	559	polyadenylation-dependent ncRNA catabolic process [GO:0043634]; RNA 3'-end processing [GO:0031123]	nucleolus [GO:0005730]; TRAMP complex [GO:0031499]; mRNA binding [GO:0003729]; poly(A) RNA polymerase activity [GO:1990817]; polyadenylation-dependent ncRNA catabolic process [GO:0043634]; RNA 3'-end processing [GO:0031123]	mRNA binding [GO:0003729]; poly(A) RNA polymerase activity [GO:1990817]
A0A1Q5QC20	A0A1Q5QC20	unreviewed	A0A1Q5QC20_9EURO	Letm1 RBD domain-containing protein	UA08_02073	Talaromyces atroroseus	406		membrane [GO:0016020]; mitochondrion [GO:0005739]; ribosome binding [GO:0043022]	ribosome binding [GO:0043022]
A0A1Q5QBY4	A0A1Q5QBY4	unreviewed	A0A1Q5QBY4_9EURO	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	UA08_02075	Talaromyces atroroseus	329	NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	cytoplasm [GO:0005737]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]
A0A7H8QLE3	A0A7H8QLE3	unreviewed	A0A7H8QLE3_TALRU	Trichothecene 3-O-acetyltransferase-like N-terminal domain-containing protein	TRUGW13939_01421	Talaromyces rugulosus (Penicillium rugulosum)	457		acyltransferase activity [GO:0016746]	acyltransferase activity [GO:0016746]
A0A1Q5QCF3	A0A1Q5QCF3	unreviewed	A0A1Q5QCF3_9EURO	Uncharacterized protein	UA08_02076	Talaromyces atroroseus	1799	signal transduction [GO:0007165]	cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal transduction [GO:0007165]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A1Q5QC14	A0A1Q5QC14	unreviewed	A0A1Q5QC14_9EURO	White collar 1 protein	UA08_02077	Talaromyces atroroseus	888	regulation of DNA-templated transcription [GO:0006355]	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; regulation of DNA-templated transcription [GO:0006355]	sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
A0A1Q5QC00	A0A1Q5QC00	unreviewed	A0A1Q5QC00_9EURO	Phospholipase (EC 3.1.4.4)	UA08_02078	Talaromyces atroroseus	1797	intracellular signal transduction [GO:0035556]; phosphatidic acid biosynthetic process [GO:0006654]; phospholipid catabolic process [GO:0009395]	intracellular membrane-bounded organelle [GO:0043231]; phosphatidylinositol binding [GO:0035091]; phospholipase D activity [GO:0004630]; intracellular signal transduction [GO:0035556]; phosphatidic acid biosynthetic process [GO:0006654]; phospholipid catabolic process [GO:0009395]	phosphatidylinositol binding [GO:0035091]; phospholipase D activity [GO:0004630]
A0A1Q5QC06	A0A1Q5QC06	unreviewed	A0A1Q5QC06_9EURO	AB hydrolase-1 domain-containing protein	UA08_02079	Talaromyces atroroseus	367			
A0A1Q5QAI2	A0A1Q5QAI2	unreviewed	A0A1Q5QAI2_9EURO	ATP-dependent DNA helicase CHL1 (EC 5.6.2.3) (ATP-dependent DNA helicase chl1) (Chromosome loss protein 1) (DNA 5'-3' helicase CHL1)	UA08_02080	Talaromyces atroroseus	822	establishment of sister chromatid cohesion [GO:0034085]; interstrand cross-link repair [GO:0036297]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mitotic sister chromatid cohesion [GO:0007064]	chromatin [GO:0000785]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; establishment of sister chromatid cohesion [GO:0034085]; interstrand cross-link repair [GO:0036297]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mitotic sister chromatid cohesion [GO:0007064]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
A0A0U1LKI3	A0A0U1LKI3	unreviewed	A0A0U1LKI3_TALIS	Chitin synthase regulatory factor 4	PISL3812_00633	Talaromyces islandicus (Penicillium islandicum)	1537		zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
A0A1Q5QAY9	A0A1Q5QAY9	unreviewed	A0A1Q5QAY9_9EURO	non-specific serine/threonine protein kinase (EC 2.7.11.1)	UA08_02083	Talaromyces atroroseus	497	DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; G1/S transition of mitotic cell cycle [GO:0000082]; mitotic DNA replication checkpoint signaling [GO:0033314]; mitotic DNA replication preinitiation complex assembly [GO:1902977]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; negative regulation of exit from mitosis [GO:0001100]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA replication initiation [GO:1903468]; positive regulation of kinetochore assembly [GO:1905561]; positive regulation of meiosis I [GO:0060903]; positive regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination [GO:1905263]; positive regulation of protein localization to kinetochore [GO:1905342]; positive regulation of spindle attachment to meiosis I kinetochore [GO:1904968]; premeiotic DNA replication [GO:0006279]; protein-containing complex localization [GO:0031503]	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; Dbf4-dependent protein kinase complex [GO:0031431]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activity [GO:0004674]; DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; G1/S transition of mitotic cell cycle [GO:0000082]; mitotic DNA replication checkpoint signaling [GO:0033314]; mitotic DNA replication preinitiation complex assembly [GO:1902977]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; negative regulation of exit from mitosis [GO:0001100]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA replication initiation [GO:1903468]; positive regulation of kinetochore assembly [GO:1905561]; positive regulation of meiosis I [GO:0060903]; positive regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination [GO:1905263]; positive regulation of protein localization to kinetochore [GO:1905342]; positive regulation of spindle attachment to meiosis I kinetochore [GO:1904968]; premeiotic DNA replication [GO:0006279]; protein-containing complex localization [GO:0031503]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activity [GO:0004674]
A0A1Q5QAV1	A0A1Q5QAV1	unreviewed	A0A1Q5QAV1_9EURO	Condensin complex subunit 1	UA08_02084	Talaromyces atroroseus	1184	cell division [GO:0051301]; maintenance of rDNA [GO:0043007]; meiotic chromosome condensation [GO:0010032]; meiotic chromosome separation [GO:0051307]; mitotic chromosome condensation [GO:0007076]; negative regulation of meiotic DNA double-strand break formation [GO:1903342]; nucleophagy [GO:0044804]; rDNA chromatin condensation [GO:0070550]; silent mating-type cassette heterochromatin formation [GO:0030466]; synaptonemal complex assembly [GO:0007130]; tRNA gene clustering [GO:0070058]	condensin complex [GO:0000796]; cytoplasm [GO:0005737]; euchromatin [GO:0000791]; kinetochore [GO:0000776]; nucleolar peripheral inclusion body [GO:0140602]; nucleolus [GO:0005730]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; double-stranded DNA binding [GO:0003690]; histone binding [GO:0042393]; single-stranded DNA binding [GO:0003697]; cell division [GO:0051301]; maintenance of rDNA [GO:0043007]; meiotic chromosome condensation [GO:0010032]; meiotic chromosome separation [GO:0051307]; mitotic chromosome condensation [GO:0007076]; negative regulation of meiotic DNA double-strand break formation [GO:1903342]; nucleophagy [GO:0044804]; rDNA chromatin condensation [GO:0070550]; silent mating-type cassette heterochromatin formation [GO:0030466]; synaptonemal complex assembly [GO:0007130]; tRNA gene clustering [GO:0070058]	ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; double-stranded DNA binding [GO:0003690]; histone binding [GO:0042393]; single-stranded DNA binding [GO:0003697]
